POLARITY		CONCEPT
negative		netsuite
positive		netzero
negative		neu
negative		neu_ban_co_the
negative		neu_ban_nhan_duoc
negative		neu_duong_ong
positive		neu_guong_lam_mau_muc
positive		neu_khong_thi
negative		neu_nhu
positive		neu_vimston
negative		neuralgia_postherpetic
negative		neurapraxia
negative		neurasthenia
negative		neurite
positive		neuroanatomy
positive		neurobealal
negative		neurocranium
negative		neurohormone
positive		neurohumoral
negative		neurokinin
positive		neurommunology
positive		neuromotor
negative		neuropeptide
positive		neuroptera
positive		neurosensory
negative		neurostimulator
negative		neuroudininory_bundle
positive		neutrogena
negative		neutron_chat_che
negative		neutron_gio
negative		neutron_nong
positive		neutron_proton
negative		nevil_shute
positive		new_flash
positive		new_haven
negative		new_mown
positive		new_sprung
negative		newbie
negative		newbuy
negative		newclare
positive		newfangled
negative		newfest
positive		newfound
negative		newish
positive		newly_christred
positive		newsagent
positive		newsflash
negative		newsstand
positive		newsweek
positive		newsworth
positive		newswriter
positive		newton
negative		nexpunger
positive		nextrx
positive		nga
positive		nga_khoi_ghe
positive		nga_quy
negative		nga_ra_ngoai
negative		nga_xuong
positive		ngac_nhien
negative		ngac_nhien_sung_sot
positive		ngac_nhien_tich_cuc
negative		ngai_ngu
positive		ngai_ong
positive		ngai_vang
negative		ngai_vang_bong_toi
negative		ngam_chan_trong_mieng
negative		ngam_duoi_luoi
negative		ngam_mieng
positive		ngam_mieng_ngan_nga
positive		ngam_nga
positive		ngam_ngam
positive		ngam_sao
negative		ngan_benzoic
negative		ngan_cam
negative		ngan_chan
positive		ngan_fumaric
positive		ngan_gon
negative		ngan_gon_co_chu_quyen
positive		ngan_ha
negative		ngan_han
negative		ngan_hang
positive		ngan_hang_fusion
positive		ngan_hang_hat_giong
positive		ngan_hang_lon
positive		ngan_ho_ho
positive		ngan_hydrazoic
negative		ngan_keo_dung_tien
positive		ngan_keo_knicker
negative		ngan_mach
positive		ngan_nga
negative		ngan_ngai
negative		ngan_ngua
positive		ngan_ngua_benh
positive		ngan_ngua_mang_thai
negative		ngan_ngui
positive		ngan_non_tre_so_sinh
negative		ngan_xep_cua_toi
positive		ngang
positive		ngang_bang
positive		ngang_len
positive		ngang_nhau
negative		ngang_tai_ngang_suc
positive		nganga
negative		nganh_cong_nghiep_dien_hat_nhan
positive		nganh_kinh_te_winder
negative		nganh_thuy_san
negative		nganh_xuat_khau
negative		ngao
negative		ngao_chat_che
negative		ngao_man
negative		ngap
positive		ngap_gay_ra
positive		ngap_nuoc
negative		ngat_di
positive		ngat_ket_noi_internet
negative		ngat_ma
negative		ngat_nu
positive		ngau_nghien
negative		ngau_nhien
negative		ngay
negative		ngay_apnea
negative		ngay_bruxism
negative		ngay_cang_nho
negative		ngay_cu
negative		ngay_cu_da
positive		ngay_cuoi_tuan
negative		ngay_dai
negative		ngay_dai_qua
positive		ngay_dau_tien
positive		ngay_di_choi
positive		ngay_dien
positive		ngay_dieu_hanh
negative		ngay_eeg
positive		ngay_gui
positive		ngay_ky_niem
positive		ngay_lam_viec
positive		ngay_lao_dong
positive		ngay_lap_tuc
positive		ngay_laze
positive		ngay_le
positive		ngay_ngat
positive		ngay_nghi
positive		ngay_ngo
positive		ngay_o_dia_nguc
positive		ngay_phat_hanh
positive		ngay_qua_ngay
positive		ngay_sabbath
positive		ngay_sinh
negative		ngay_tan_the
positive		ngay_thang
negative		ngay_tho
negative		ngay_thu_ba
positive		ngay_thu_bay
positive		ngay_thuc_dia
positive		ngay_tra
positive		ngay_tra_tien
positive		ngay_tren
positive		ngay_tren_con_hem
positive		ngay_trong_dai
negative		ngay_trong_ngay
positive		ngay_tuc_khac
negative		ngay_va_dem
negative		ngay_xuong
negative		nghe
positive		nghe_ban_trang_tap_pham
negative		nghe_chan_lua
positive		nghe_co_the
positive		nghe_co_ve
positive		nghe_hay_day
negative		nghe_len
positive		nghe_loi_cau_nguyen
positive		nghe_mat_dat
negative		nghe_nghiep
positive		nghe_nhac
positive		nghe_nhan
positive		nghe_nhi
positive		nghe_nhin
negative		nghe_si_tung_hung
positive		nghe_thuat
negative		nghe_thuat_dan_dung
positive		nghe_thuat_eidetic
negative		nghe_thuat_la_long
negative		nghe_thuat_nhua
negative		nghe_tot
positive		nghe_tu
negative		ngheo
negative		ngheo_doi
negative		ngheo_nan
positive		ngheo_nghiem_tuc
negative		nghet_tho
positive		nghi_duong
positive		nghi_he
negative		nghi_khong_hoat_dong
negative		nghi_lai_thi
positive		nghi_lam
positive		nghi_le_ket_hon
positive		nghi_lon
negative		nghi_ngo
negative		nghi_ngo_hiep_dam
negative		nghi_ngo_rapine
negative		nghi_ngo_thon_tha
positive		nghi_ngoi
positive		nghi_ngoi_ngan_gon
positive		nghi_ngoi_no
negative		nghi_ngoi_tien
positive		nghi_ngoi_tot
negative		nghi_ngoi_xau
positive		nghi_ngoi_yen_tinh
negative		nghi_pham
negative		nghi_pham_chinh
negative		nghi_pham_giet_nguoi
negative		nghi_pham_juno
negative		nghi_rieng
positive		nghi_thuc
positive		nghi_thuc_an_uong
positive		nghi_thuc_antiochian
positive		nghi_thuc_tot
positive		nghi_thuyet
positive		nghi_tinh
positive		nghi_trua
negative		nghi_van
positive		nghi_ve
positive		nghi_xuan
negative		nghia_bong
negative		nghia_trang
negative		nghia_trang_glenwood
negative		nghia_trang_greenlawn
negative		nghia_trang_greenwood
negative		nghia_trang_luther
negative		nghia_trang_magnolia
negative		nghia_trang_nui_olivet
negative		nghia_trang_quaker
negative		nghia_trang_ven_song
negative		nghich_dao
negative		nghich_ly
negative		nghich_ly_fermi
negative		nghich_ly_newcomb
negative		nghich_ngom
positive		nghich_tu
negative		nghiem_khac
negative		nghiem_trang
negative		nghiem_tuc
negative		nghien
positive		nghien_chua
positive		nghien_cuu
positive		nghien_cuu_bien_gioi
positive		nghien_cuu_dien_hinh
positive		nghien_cuu_dien_mitsubishi
positive		nghien_cuu_hoa_hoc
positive		nghien_cuu_pew
negative		nghien_cuu_quan_doi_peenemunde
positive		nghien_cuu_viec_lam
negative		nghien_cuu_wolfram
negative		nghien_hai
positive		nghien_lieu
negative		nghien_rang
negative		nghien_ruou
negative		nghieng
positive		nghieng_ve_xe_tai
positive		nghiep
negative		nghiep_chuong
negative		nghiep_du
negative		nghiet_nga
positive		ngo_bien_doi_gen
negative		ngo_cut
positive		ngo_dap
negative		ngo_ngan
positive		ngo_vuc
positive		ngoai
positive		ngoai_cung
positive		ngoai_da_thoi
positive		ngoai_giao
positive		ngoai_giao_sung_ban_sung
positive		ngoai_hinh
negative		ngoai_khoa
positive		ngoai_khoi
negative		ngoai_le
negative		ngoai_ngan_sach
negative		ngoai_ngon
positive		ngoai_ra
positive		ngoai_tam_kiem_soat
positive		ngoai_thanh_pho
positive		ngoai_that
negative		ngoai_tinh
positive		ngoai_tinh_thuc_pham
negative		ngoai_trai_dat
positive		ngoai_troi
positive		ngoai_vi
negative		ngoai_vong_phap_luat
negative		ngoan_co
positive		ngoan_dao
positive		ngoan_ngoan
negative		ngoay_mui
negative		ngoc_bich
positive		ngoc_hong_luu
positive		ngoc_hyaluronic
positive		ngoc_lam
negative		ngoc_ngat
negative		ngoc_nghech
negative		ngoc_nhe_xanh
negative		ngoc_quy
negative		ngoi
negative		ngoi_bap_benh
positive		ngoi_ben_canh
positive		ngoi_ben_phai
negative		ngoi_im_lang
negative		ngoi_le_doi_mach
positive		ngoi_len_tren
positive		ngoi_nha_den
negative		ngoi_nhan_roi
negative		ngoi_qua
positive		ngoi_sao
negative		ngoi_sao_benh_hoan
positive		ngoi_sao_dien_anh
positive		ngoi_sao_lun
positive		ngoi_sao_malvern
positive		ngoi_sao_nhac_pop
positive		ngoi_sao_nhac_rock
positive		ngoi_thang
negative		ngoi_thu_giao
positive		ngoi_tren
positive		ngoi_tren_bai_bien
positive		ngoi_tren_co
negative		ngoi_tren_mong
negative		ngoi_trong
negative		ngoi_vit
positive		ngoi_xuong_voi
positive		ngon
positive		ngon_cay
negative		ngon_chan_den_ngon_chan
negative		ngon_giua
positive		ngon_lua_con_song
negative		ngon_lua_mat_troi
negative		ngon_lua_phan_tan
positive		ngon_lua_toan_quoc
positive		ngon_lua_tric
positive		ngon_mieng
negative		ngon_ngot
positive		ngon_ngu
positive		ngon_ngu_cu
negative		ngon_ngu_elvish
positive		ngon_ngu_kich_ban
negative		ngon_ngu_realy
positive		ngon_ngu_slavonic_dan_gian
negative		ngon_ngu_tho
positive		ngon_ngu_yiddish
negative		ngon_tay
negative		ngon_tay_cai
negative		ngon_tay_cai_xuong
positive		ngon_tay_cheo
negative		ngon_tay_diem
negative		ngon_tay_liem
negative		ngon_tay_nhanh
positive		ngon_tay_tren_mach
negative		ngon_tay_tro
positive		ngon_tro
negative		ngong
positive		ngong_cuong
negative		ngong_hoang_da
positive		ngong_ngong
positive		ngot
negative		ngot_ngat
negative		ngu
positive		ngu_coc_nguyen_hat
negative		ngu_coc_xay
positive		ngu_cung
positive		ngu_dan
negative		ngu_dan_bay_leu
positive		ngu_dan_cottage
positive		ngu_dan_dot_bien
positive		ngu_dan_romp
positive		ngu_don
negative		ngu_dong
positive		ngu_giac
negative		ngu_loi
positive		ngu_meo
positive		ngu_nghia
negative		ngu_ngoc
negative		ngu_ngon
negative		ngu_ngung_tho
positive		ngu_phap
negative		ngu_song_ngu
negative		ngu_tren
negative		ngu_xuan
negative		ngua
negative		ngua_cao
positive		ngua_chien
negative		ngua_dua
negative		ngua_mac_quan_ao
negative		ngua_ran
negative		ngua_vung_ben
positive		nguc
positive		nguc_can
negative		nguc_dap
negative		nguc_len
positive		nguc_toi
positive		ngui
positive		ngung
positive		ngung_ban
negative		ngung_kinh_doanh
negative		ngung_lai
negative		ngung_noi_chuyen
positive		ngung_tu
negative		ngung_tu_du_kien
negative		ngung_tu_reentry
positive		nguoc
negative		nguoc_lai
positive		nguoc_len
positive		nguoi
negative		nguoi_an_xin
positive		nguoi_anh_em
positive		nguoi_anh_hung
positive		nguoi_ba_tuyet_voi
negative		nguoi_ban_amir
negative		nguoi_ban_dau_nguon
positive		nguoi_ban_doi
negative		nguoi_ban_dong_hanh
positive		nguoi_ban_duoi_nhat
positive		nguoi_ban_hang_rong
negative		nguoi_ban_lanh_lung
negative		nguoi_ban_ma_tuy
positive		nguoi_ban_meo
positive		nguoi_ban_nho
positive		nguoi_ban_rau_qua
positive		nguoi_ban_vui_ve
negative		nguoi_bat_dau
negative		nguoi_benh_tam_than
negative		nguoi_bieu_tinh
positive		nguoi_binh_an
negative		nguoi_buon_ban_vu_khi
positive		nguoi_cai
positive		nguoi_canh_gac
positive		nguoi_cao_tuoi
positive		nguoi_cao_tuoi_co_thu_nhap_thap
positive		nguoi_chan_nuoi
negative		nguoi_chay_tron
positive		nguoi_che_tao
negative		nguoi_cheo_thuyen
positive		nguoi_cheo_thuyen_rom
negative		nguoi_chet
positive		nguoi_chien_thang_quet
positive		nguoi_cho
negative		nguoi_cho_vay
positive		nguoi_choi
positive		nguoi_choi_bong
positive		nguoi_choi_quyen_luc_nhat
positive		nguoi_choi_tot_nhat
positive		nguoi_chua_benh_chan
positive		nguoi_chung_von_tham_lang
positive		nguoi_co_anh_huong_den_viec_su_dung
positive		nguoi_co_hinh_thai_trung_binh
negative		nguoi_co_hoi
positive		nguoi_con_nguoi
positive		nguoi_cung_chung_giuong
positive		nguoi_cung_ung
positive		nguoi_cuoi_ngua
positive		nguoi_dan
positive		nguoi_dan_ba
negative		nguoi_dan_chuyen
negative		nguoi_dan_dao
positive		nguoi_dan_ong
positive		nguoi_dan_ong_dong_huong
negative		nguoi_dan_ong_hep
positive		nguoi_dan_ong_nghien_nat
positive		nguoi_dan_ong_nhat_ban
positive		nguoi_dan_ong_phan_tan
positive		nguoi_dan_ong_tot
positive		nguoi_dan_ong_tot_nhat
positive		nguoi_dan_ong_tre
positive		nguoi_dan_ong_tu_hao
positive		nguoi_danh_kiem
negative		nguoi_danh_van
positive		nguoi_dap_pha_cach
positive		nguoi_de_nghi
positive		nguoi_di_chuyen
positive		nguoi_di_dao_mat
negative		nguoi_di_lang_thang
positive		nguoi_di_xe_dap
positive		nguoi_do_thai_sephardic
positive		nguoi_doc
positive		nguoi_dong_que_lad
positive		nguoi_dua_tin
positive		nguoi_duoc_de_xuat_cua_gaffer
positive		nguoi_duoc_tra_tien
negative		nguoi_duy_nhat
negative		nguoi_giao_sua
negative		nguoi_gioi_thieu
positive		nguoi_giu
positive		nguoi_giu_bi_mat
positive		nguoi_giu_nha_tho
positive		nguoi_gui
positive		nguoi_ham_mo_the_thao
negative		nguoi_ham_sach
positive		nguoi_hanh_nghe
negative		nguoi_hau
negative		nguoi_hau_phong
negative		nguoi_hay_la_het
positive		nguoi_hay_lam_phuc
positive		nguoi_hoai_nghi_moi
positive		nguoi_hung
positive		nguoi_huong_dan
positive		nguoi_huong_dan_cung_cap
negative		nguoi_huong_dan_thieng_lieng
positive		nguoi_huong_dan_yoga
negative		nguoi_ke_chuyen_khong_ten
negative		nguoi_ke_chuyen_penn
positive		nguoi_khai_thac
negative		nguoi_khoi_kien
positive		nguoi_khong_lo_khong_thay_doi
negative		nguoi_khong_lo_malagasy
positive		nguoi_kin_mieng
negative		nguoi_la_ma
positive		nguoi_lai_xe
positive		nguoi_lai_xe_dap
positive		nguoi_lam
positive		nguoi_lam_do_choi
positive		nguoi_lam_hai_long
positive		nguoi_lam_vuon
positive		nguoi_lam_vuon_cottage
positive		nguoi_lap_ke_hoach
positive		nguoi_loi_cap
positive		nguoi_lon
positive		nguoi_mo_mong
negative		nguoi_moc
positive		nguoi_moi
negative		nguoi_mua_hay_can_than
positive		nguoi_nang_no
negative		nguoi_nao
positive		nguoi_ngam_canh
negative		nguoi_nghich_ngom
negative		nguoi_nghien_bang
positive		nguoi_nghien_ca_phe
negative		nguoi_nghien_heroin
positive		nguoi_nghien_ma_tuy
negative		nguoi_nghien_trau
positive		nguoi_nghien_trinh_bay
positive		nguoi_ngoai_cuoc
negative		nguoi_ngoai_tinh
positive		nguoi_nhan
positive		nguoi_nhan_cuoi_cung
negative		nguoi_nhan_ghep
negative		nguoi_noi_chuyen_voi_gio
positive		nguoi_noi_tieng
positive		nguoi_nop_don
negative		nguoi_nuoi_ong
positive		nguoi_pha_huy
negative		nguoi_pham_toi
negative		nguoi_phan_doi
positive		nguoi_phan_doi_su_phan_doi
positive		nguoi_phat_hanh_lai
negative		nguoi_phu_nu_bao_tro
negative		nguoi_phu_nu_bi_mat
positive		nguoi_phu_nu_butch
positive		nguoi_phu_nu_dau_tien
negative		nguoi_phu_nu_hoang_da
positive		nguoi_phu_nu_tre_tuoi
positive		nguoi_phu_viec
negative		nguoi_phu_viec_nam
positive		nguoi_qua_duong
positive		nguoi_qua_duong_boi
positive		nguoi_quan_gia
positive		nguoi_quan_ly_tuyen_bo
positive		nguoi_quen_cu
positive		nguoi_quyen_luc
negative		nguoi_rom
negative		nguoi_sang_tao
negative		nguoi_sao_chep
positive		nguoi_tai_su_dung
negative		nguoi_tai_xoay
negative		nguoi_tam_thuong
positive		nguoi_tham_gia
positive		nguoi_thang_cuoc_giat_lay
positive		nguoi_thang_kien
positive		nguoi_thang_tran
positive		nguoi_thang_tran_lo_dat
positive		nguoi_theo_chu_nghia_do_thi
negative		nguoi_thiet_ke
negative		nguoi_thua_ke
positive		nguoi_thue_nha
negative		nguoi_thuong_co
negative		nguoi_tieu_dung
negative		nguoi_to_giac
positive		nguoi_tri_tue
positive		nguoi_trong_cuoc
positive		nguoi_trot_tuyet
positive		nguoi_trung_bay
negative		nguoi_trung_bay_cu_tri
negative		nguoi_tu_te
negative		nguoi_tuyet
positive		nguoi_tuyet_ghe_tom
positive		nguoi_tuyet_nhat
negative		nguoi_ung_ho
positive		nguoi_ung_ho_du_doi
positive		nguoi_ung_ho_kho_khan
negative		nguoi_uy_thac
negative		nguoi_uy_thac_vi_pham
negative		nguoi_van_dong_hanh_lang
positive		nguoi_vo_tot
positive		nguoi_voi_nguoi
positive		nguoi_vuon
positive		nguoi_vuot_troi_nhat
positive		nguoi_yeu_quy_ba_tieu_thu
positive		nguon
negative		nguon_cung_giam_dan
positive		nguon_goc
positive		nguon_goc_ngoai_khoa
positive		nguon_goc_trai_dat
positive		nguon_luc_doi_dao
positive		nguon_nuoc
positive		nguon_on_dinh
negative		nguong
positive		nguong_cabin
positive		nguong_gioi_han
positive		nguong_hien
positive		nguong_lactate
positive		nguong_mo
negative		nguong_ngung
positive		nguong_nhat_thuc
negative		nguy_bien
negative		nguy_bien_logic
negative		nguy_bien_tham_hai
negative		nguy_bien_trong_so
negative		nguy_co
negative		nguy_co_khi_hau
positive		nguy_co_mui_huong
